3.955300000000000000e+04,2.855649709700000205e+00,0.000000000000000000e+00
4.258300000000000000e+04,2.855649709700000205e+00,0.000000000000000000e+00
3.553600000000000000e+04,2.985826492317056324e+00,0.000000000000000000e+00
3.681400000000000000e+04,3.364924430827484603e+00,0.000000000000000000e+00
4.255400000000000000e+04,3.368265390399999948e+00,0.000000000000000000e+00
1.063500000000000000e+04,3.429960966109999898e+00,0.000000000000000000e+00
1.198900000000000000e+04,3.431619405749999796e+00,0.000000000000000000e+00
3.736700000000000000e+04,3.558771133427882205e+00,0.000000000000000000e+00
1.191800000000000000e+04,3.600457429890000061e+00,0.000000000000000000e+00
6.963000000000000000e+03,3.612586259840000036e+00,0.000000000000000000e+00
1.853000000000000000e+04,3.741414070155454130e+00,1.000000000000000000e+00
2.831200000000000000e+04,3.787623596229640732e+00,1.000000000000000000e+00
2.413300000000000000e+04,3.900448322329735706e+00,1.000000000000000000e+00
2.355200000000000000e+04,3.900448322329735706e+00,1.000000000000000000e+00
4.250000000000000000e+02,3.942761659619999914e+00,0.000000000000000000e+00
2.761600000000000000e+04,4.098727226260000300e+00,0.000000000000000000e+00
3.024600000000000000e+04,4.103821277619999819e+00,0.000000000000000000e+00
3.653100000000000000e+04,4.166738033302166855e+00,0.000000000000000000e+00
3.854000000000000000e+03,4.281656265257931970e+00,0.000000000000000000e+00
4.174500000000000000e+04,4.504116058350000174e+00,0.000000000000000000e+00
1.730400000000000000e+04,4.608708858490000004e+00,0.000000000000000000e+00
8.663000000000000000e+03,4.684453010573178311e+00,0.000000000000000000e+00
2.109600000000000000e+04,4.726821899409999972e+00,0.000000000000000000e+00
2.169100000000000000e+04,4.765207290662664796e+00,0.000000000000000000e+00
2.203100000000000000e+04,4.766432762153404390e+00,0.000000000000000000e+00
3.253500000000000000e+04,4.875470161440000005e+00,0.000000000000000000e+00
3.521300000000000000e+04,4.902104059937761882e+00,1.000000000000000000e+00
1.926500000000000000e+04,4.917739868159999972e+00,0.000000000000000000e+00
1.933800000000000000e+04,4.970312596584930631e+00,9.000000000000000000e+00
4.458800000000000000e+04,4.983974456790879692e+00,0.000000000000000000e+00
4.329600000000000000e+04,5.021247863794616073e+00,1.000000000000000000e+00
1.667400000000000000e+04,5.058895587920000381e+00,0.000000000000000000e+00
2.247000000000000000e+04,5.174083391831999279e+00,1.000000000000000000e+00
2.635700000000000000e+04,5.269744873035229205e+00,0.000000000000000000e+00
4.050000000000000000e+03,5.308008829832061792e+00,1.000000000000000000e+00
1.077000000000000000e+03,5.325009822850000241e+00,0.000000000000000000e+00
2.326900000000000000e+04,5.325009822850000241e+00,0.000000000000000000e+00
1.830100000000000000e+04,5.325009822850000241e+00,0.000000000000000000e+00
1.845300000000000000e+04,5.325009822850000241e+00,0.000000000000000000e+00
1.765600000000000000e+04,5.506762981409999647e+00,0.000000000000000000e+00
4.473700000000000000e+04,5.518135070799999653e+00,0.000000000000000000e+00
8.538000000000000000e+03,5.518135070799999653e+00,0.000000000000000000e+00
3.140200000000000000e+04,5.518135070799999653e+00,0.000000000000000000e+00
3.400600000000000000e+04,5.523951530459999759e+00,0.000000000000000000e+00
2.678600000000000000e+04,5.555419445040000070e+00,0.000000000000000000e+00
3.430300000000000000e+04,5.555419445040000070e+00,0.000000000000000000e+00
7.252000000000000000e+03,5.555419445040000070e+00,0.000000000000000000e+00
2.522400000000000000e+04,5.555419445040000070e+00,0.000000000000000000e+00
2.535500000000000000e+04,5.555419445040000070e+00,0.000000000000000000e+00
8.089000000000000000e+03,5.555419445040000070e+00,0.000000000000000000e+00
2.444800000000000000e+04,5.555419445040000070e+00,0.000000000000000000e+00
4.445600000000000000e+04,5.575687408458282590e+00,0.000000000000000000e+00
2.135600000000000000e+04,5.630352020260000145e+00,0.000000000000000000e+00
2.081200000000000000e+04,5.630352020260000145e+00,0.000000000000000000e+00
1.708100000000000000e+04,5.688855171200000171e+00,0.000000000000000000e+00
2.114000000000000000e+03,5.688855171200000171e+00,0.000000000000000000e+00
2.000000000000000000e+04,5.688855171200000171e+00,0.000000000000000000e+00
7.447000000000000000e+03,5.688855171200000171e+00,0.000000000000000000e+00
3.251000000000000000e+04,5.688855171200000171e+00,0.000000000000000000e+00
4.210000000000000000e+02,5.688855171200000171e+00,0.000000000000000000e+00
3.141900000000000000e+04,5.688855171200000171e+00,0.000000000000000000e+00
1.478000000000000000e+04,5.719278812409999802e+00,0.000000000000000000e+00
6.047000000000000000e+03,5.719278812409999802e+00,0.000000000000000000e+00
4.202300000000000000e+04,5.817790985136180204e+00,1.000000000000000000e+00
2.474300000000000000e+04,5.883876323671544561e+00,1.000000000000000000e+00
1.974100000000000000e+04,5.904081980366680860e+00,0.000000000000000000e+00
7.070000000000000000e+02,5.930198669479742613e+00,1.000000000000000000e+00
2.946500000000000000e+04,6.005542755129999577e+00,0.000000000000000000e+00
4.258500000000000000e+04,6.030868530270696581e+00,1.000000000000000000e+00
1.170000000000000000e+02,6.136422729419435562e+00,1.000000000000000000e+00
3.836000000000000000e+04,6.149469757060723296e+00,1.000000000000000000e+00
2.373500000000000000e+04,6.159780025436901063e+00,1.000000000000000000e+00
2.260000000000000000e+04,6.169850826260000254e+00,0.000000000000000000e+00
1.551700000000000000e+04,6.179076385550425599e+00,1.000000000000000000e+00
9.873000000000000000e+03,6.205105304719999992e+00,0.000000000000000000e+00
4.926000000000000000e+03,6.237775802711241546e+00,3.000000000000000000e+00
4.384100000000000000e+04,6.237775802711241546e+00,3.000000000000000000e+00
3.616100000000000000e+04,6.237775802711241546e+00,3.000000000000000000e+00
6.393000000000000000e+03,6.285331726074728564e+00,0.000000000000000000e+00
4.914000000000000000e+03,6.347045898428897992e+00,0.000000000000000000e+00
1.720900000000000000e+04,6.364900588990000330e+00,0.000000000000000000e+00
2.816100000000000000e+04,6.364900588990000330e+00,0.000000000000000000e+00
1.664000000000000000e+03,6.388774063218049193e+00,9.000000000000000000e+00
7.710000000000000000e+02,6.405406143020716314e+00,9.000000000000000000e+00
3.997600000000000000e+04,6.411142985086375035e+00,1.000000000000000000e+00
1.305300000000000000e+04,6.488618850709999997e+00,0.000000000000000000e+00
2.383100000000000000e+04,6.519223665115540634e+00,6.000000000000000000e+00
5.750000000000000000e+02,6.521006774931460193e+00,1.000000000000000000e+00
2.568800000000000000e+04,6.537986755361163915e+00,0.000000000000000000e+00
7.559000000000000000e+03,6.573483276458092384e+00,5.000000000000000000e+00
5.835000000000000000e+03,6.586987450193817040e+00,7.000000000000000000e+00
4.347100000000000000e+04,6.610855579379999902e+00,0.000000000000000000e+00
4.124600000000000000e+04,6.641192754099875195e+00,0.000000000000000000e+00
2.751800000000000000e+04,6.646115303040000200e+00,0.000000000000000000e+00
